ID_Prestamo,Monto_Prestamo_COP,Plazo_Meses,Edad_Agricultor,Experiencia_Anios,Ingresos_Mensuales_COP,Garantia_Respaldada,Subsidio_Gobierno,Tasa_Interes_EA
989,33336000.0,12,64,4,6726000.0,0,1,15.61
990,99197000.0,24,37,17,8126000.0,1,0,18.65
991,96933000.0,48,35,25,11841000.0,0,0,21.23
992,84890000.0,60,35,19,9518000.0,0,1,16.37
993,36297000.0,12,19,40,5948000.0,1,0,17.37
994,72877000.0,24,21,26,6077000.0,0,1,17.53
995,46512000.0,24,47,11,7921000.0,0,1,17.25
996,15532000.0,24,50,6,8419000.0,1,1,14.41
997,110491000.0,48,53,2,6658000.0,0,0,24.04
998,20734000.0,60,35,9,8200000.0,0,0,23.2
999,114277000.0,48,54,33,1552000.0,1,1,15.0
1000,56291000.0,36,36,24,5897000.0,1,0,20.07
